Date,Elevation (feet), , , , , , , , , ,
01-Jul-1999,3694.04, , , , , , , , , ,
01-Aug-1999,3693.49, , , , , , , , , ,
01-Sep-1999,3691.59, , , , , , , , , ,
01-Oct-1999,3688.57, , , , , , , , , ,
01-Nov-1999,3684.82, , , , , , , , , ,
01-Dec-1999,3681.27, , , , , , , , , ,
01-Jan-2000,3679.17, , , , , , , , , ,
01-Feb-2000,3677.86, , , , , , , , , ,
01-Mar-2000,3676.96, , , , , , , , , ,
01-Apr-2000,3675.95, , , , , , , , , ,
01-May-2000,3678.53, , , , , , , , , ,
01-Jun-2000,3683.40, , , , , , , , , ,
01-Jul-2000,3682.12, , , , , , , , , ,
01-Aug-2000,3680.32, , , , , , , , , ,
01-Sep-2000,3677.80, , , , , , , , , ,
01-Oct-2000,3676.50, , , , , , , , , ,
01-Nov-2000,3673.32, , , , , , , , , ,
01-Dec-2000,3669.89, , , , , , , , , ,
01-Jan-2001,3666.27, , , , , , , , , ,
01-Feb-2001,3664.01, , , , , , , , , ,
01-Mar-2001,3662.82, , , , , , , , , ,
01-Apr-2001,3662.49, , , , , , , , , ,
01-May-2001,3669.70, , , , , , , , , ,
01-Jun-2001,3673.02, , , , , , , , , ,
01-Jul-2001,3669.46, , , , , , , , , ,
01-Aug-2001,3666.22, , , , , , , , , ,
01-Sep-2001,3664.84, , , , , , , , , ,
01-Oct-2001,3662.35, , , , , , , , , ,
01-Nov-2001,3660.14, , , , , , , , , ,
01-Dec-2001,3656.17, , , , , , , , , ,
01-Jan-2002,3652.33, , , , , , , , , ,
01-Feb-2002,3649.79, , , , , , , , , ,
01-Mar-2002,3647.67, , , , , , , , , ,
01-Apr-2002,3645.85, , , , , , , , , ,
01-May-2002,3644.46, , , , , , , , , ,
01-Jun-2002,3640.91, , , , , , , , , ,
01-Jul-2002,3634.24, , , , , , , , , ,
01-Aug-2002,3627.45, , , , , , , , , ,
01-Sep-2002,3626.53, , , , , , , , , ,
01-Oct-2002,3624.72, , , , , , , , , ,
01-Nov-2002,3623.25, , , , , , , , , ,
01-Dec-2002,3620.10, , , , , , , , , ,
01-Jan-2003,3615.28, , , , , , , , , ,
01-Feb-2003,3611.02, , , , , , , , , ,
01-Mar-2003,3607.13, , , , , , , , , ,
01-Apr-2003,3605.10, , , , , , , , , ,
01-May-2003,3610.26, , , , , , , , , ,
01-Jun-2003,3616.20, , , , , , , , , ,
01-Jul-2003,3610.63, , , , , , , , , ,
01-Aug-2003,3604.21, , , , , , , , , ,
01-Sep-2003,3603.73, , , , , , , , , ,
01-Oct-2003,3601.93, , , , , , , , , ,
01-Nov-2003,3600.48, , , , , , , , , ,
01-Dec-2003,3597.22, , , , , , , , , ,
01-Jan-2004,3591.80, , , , , , , , , ,
01-Feb-2004,3586.84, , , , , , , , , ,
01-Mar-2004,3582.78, , , , , , , , , ,
01-Apr-2004,3582.93, , , , , , , , , ,
01-May-2004,3587.17, , , , , , , , , ,
01-Jun-2004,3586.16, , , , , , , , , ,
01-Jul-2004,3579.70, , , , , , , , , ,
01-Aug-2004,3572.10, , , , , , , , , ,
01-Sep-2004,3570.77, , , , , , , , , ,
01-Oct-2004,3570.50, , , , , , , , , ,
01-Nov-2004,3567.28, , , , , , , , , ,
01-Dec-2004,3564.42, , , , , , , , , ,
01-Jan-2005,3562.07, , , , , , , , , ,
01-Feb-2005,3559.23, , , , , , , , , ,
01-Mar-2005,3555.90, , , , , , , , , ,
01-Apr-2005,3562.81, , , , , , , , , ,
01-May-2005,3586.53, , , , , , , , , ,
01-Jun-2005,3606.28, , , , , , , , , ,
01-Jul-2005,3606.87, , , , , , , , , ,
01-Aug-2005,3602.83, , , , , , , , , ,
01-Sep-2005,3601.97, , , , , , , , , ,
01-Oct-2005,3602.77, , , , , , , , , ,
01-Nov-2005,3602.36, , , , , , , , , ,
01-Dec-2005,3598.17, , , , , , , , , ,
01-Jan-2006,3594.21, , , , , , , , , ,
01-Feb-2006,3589.70, , , , , , , , , ,
01-Mar-2006,3588.71, , , , , , , , , ,
01-Apr-2006,3592.99, , , , , , , , , ,
01-May-2006,3605.25, , , , , , , , , ,
01-Jun-2006,3610.35, , , , , , , , , ,
01-Jul-2006,3606.85, , , , , , , , , ,
01-Aug-2006,3602.78, , , , , , , , , ,
01-Sep-2006,3601.74, , , , , , , , , ,
01-Oct-2006,3607.96, , , , , , , , , ,
01-Nov-2006,3606.85, , , , , , , , , ,
01-Dec-2006,3603.39, , , , , , , , , ,
01-Jan-2007,3599.51, , , , , , , , , ,
01-Feb-2007,3597.91, , , , , , , , , ,
01-Mar-2007,3598.81, , , , , , , , , ,
01-Apr-2007,3600.35, , , , , , , , , ,
01-May-2007,3609.61, , , , , , , , , ,
01-Jun-2007,3611.50, , , , , , , , , ,
01-Jul-2007,3607.35, , , , , , , , , ,
01-Aug-2007,3603.58, , , , , , , , , ,
01-Sep-2007,3601.87, , , , , , , , , ,
01-Oct-2007,3600.62, , , , , , , , , ,
01-Nov-2007,3598.63, , , , , , , , , ,
01-Dec-2007,3594.64, , , , , , , , , ,
01-Jan-2008,3590.66, , , , , , , , , ,
01-Feb-2008,3590.66, , , , , , , , , ,
01-Mar-2008,3589.77, , , , , , , , , ,
01-Apr-2008,3594.09, , , , , , , , , ,
01-May-2008,3610.81, , , , , , , , , ,
01-Jun-2008,3631.05, , , , , , , , , ,
01-Jul-2008,3633.00, , , , , , , , , ,
01-Aug-2008,3629.55, , , , , , , , , ,
01-Sep-2008,3626.90, , , , , , , , , ,
01-Oct-2008,3623.82, , , , , , , , , ,
01-Nov-2008,3621.90, , , , , , , , , ,
01-Dec-2008,3617.89, , , , , , , , , ,
01-Jan-2009,3614.17, , , , , , , , , ,
01-Feb-2009,3612.05, , , , , , , , , ,
01-Mar-2009,3610.43, , , , , , , , , ,
01-Apr-2009,3611.26, , , , , , , , , ,
01-May-2009,3629.09, , , , , , , , , ,
01-Jun-2009,3640.49, , , , , , , , , ,
01-Jul-2009,3641.14, , , , , , , , , ,
01-Aug-2009,3637.50, , , , , , , , , ,
01-Sep-2009,3635.37, , , , , , , , , ,
01-Oct-2009,3633.52, , , , , , , , , ,
01-Nov-2009,3631.10, , , , , , , , , ,
01-Dec-2009,3626.22, , , , , , , , , ,
01-Jan-2010,3622.14, , , , , , , , , ,
01-Feb-2010,3620.16, , , , , , , , , ,
01-Mar-2010,3619.41, , , , , , , , , ,
01-Apr-2010,3620.50, , , , , , , , , ,
01-May-2010,3625.96, , , , , , , , , ,
01-Jun-2010,3638.82, , , , , , , , , ,
01-Jul-2010,3636.52, , , , , , , , , ,
01-Aug-2010,3634.55, , , , , , , , , ,
01-Sep-2010,3633.66, , , , , , , , , ,
01-Oct-2010,3634.08, , , , , , , , , ,
01-Nov-2010,3630.31, , , , , , , , , ,
01-Dec-2010,3626.54, , , , , , , , , ,
01-Jan-2011,3620.55, , , , , , , , , ,
01-Feb-2011,3614.95, , , , , , , , , ,
01-Mar-2011,3610.73, , , , , , , , , ,
01-Apr-2011,3611.93, , , , , , , , , ,
01-May-2011,3623.13, , , , , , , , , ,
01-Jun-2011,3648.98, , , , , , , , , ,
01-Jul-2011,3660.86, , , , , , , , , ,
01-Aug-2011,3655.34, , , , , , , , , ,
01-Sep-2011,3653.01, , , , , , , , , ,
01-Oct-2011,3650.27, , , , , , , , , ,
01-Nov-2011,3645.67, , , , , , , , , ,
01-Dec-2011,3639.75, , , , , , , , , ,
01-Jan-2012,3636.91, , , , , , , , , ,
01-Feb-2012,3635.28, , , , , , , , , ,
01-Mar-2012,3635.33, , , , , , , , , ,
01-Apr-2012,3635.76, , , , , , , , , ,
01-May-2012,3636.83, , , , , , , , , ,
01-Jun-2012,3633.90, , , , , , , , , ,
01-Jul-2012,3628.45, , , , , , , , , ,
01-Aug-2012,3623.62, , , , , , , , , ,
01-Sep-2012,3621.56, , , , , , , , , ,
01-Oct-2012,3619.46, , , , , , , , , ,
01-Nov-2012,3615.10, , , , , , , , , ,
01-Dec-2012,3609.82, , , , , , , , , ,
01-Jan-2013,3604.42, , , , , , , , , ,
01-Feb-2013,3601.47, , , , , , , , , ,
01-Mar-2013,3598.96, , , , , , , , , ,
01-Apr-2013,3596.53, , , , , , , , , ,
01-May-2013,3599.44, , , , , , , , , ,
01-Jun-2013,3600.07, , , , , , , , , ,
01-Jul-2013,3594.17, , , , , , , , , ,
01-Aug-2013,3589.64, , , , , , , , , ,
01-Sep-2013,3591.25, , , , , , , , , ,
01-Oct-2013,3590.88, , , , , , , , , ,
01-Nov-2013,3587.90, , , , , , , , , ,
01-Dec-2013,3584.43, , , , , , , , , ,
01-Jan-2014,3578.69, , , , , , , , , ,
01-Feb-2014,3575.55, , , , , , , , , ,
01-Mar-2014,3574.76, , , , , , , , , ,
01-Apr-2014,3577.56, , , , , , , , , ,
01-May-2014,3589.38, , , , , , , , , ,
01-Jun-2014,3609.19, , , , , , , , , ,
01-Jul-2014,3608.05, , , , , , , , , ,
01-Aug-2014,3605.82, , , , , , , , , ,
01-Sep-2014,3605.53, , , , , , , , , ,
01-Oct-2014,3605.57, , , , , , , , , ,
01-Nov-2014,3601.87, , , , , , , , , ,
01-Dec-2014,3597.75, , , , , , , , , ,
01-Jan-2015,3593.57, , , , , , , , , ,
01-Feb-2015,3592.23, , , , , , , , , ,
01-Mar-2015,3591.02, , , , , , , , , ,
01-Apr-2015,3590.18, , , , , , , , , ,
01-May-2015,3597.27, , , , , , , , , ,
01-Jun-2015,3613.54, , , , , , , , , ,
01-Jul-2015,3612.62, , , , , , , , , ,
01-Aug-2015,3609.07, , , , , , , , , ,
01-Sep-2015,3606.01, , , , , , , , , ,
01-Oct-2015,3606.44, , , , , , , , , ,
01-Nov-2015,3605.47, , , , , , , , , ,
01-Dec-2015,3600.80, , , , , , , , , ,
01-Jan-2016,3596.58, , , , , , , , , ,
01-Feb-2016,3594.41, , , , , , , , , ,
01-Mar-2016,3592.18, , , , , , , , , ,
01-Apr-2016,3592.12, , , , , , , , , ,
01-May-2016,3603.87, , , , , , , , , ,
01-Jun-2016,3620.01, , , , , , , , , ,
01-Jul-2016,3618.22, , , , , , , , , ,
01-Aug-2016,3613.55, , , , , , , , , ,
01-Sep-2016,3610.93, , , , , , , , , ,
01-Oct-2016,3609.48, , , , , , , , , ,
01-Nov-2016,3605.81, , , , , , , , , ,
01-Dec-2016,3600.49, , , , , , , , , ,
01-Jan-2017,3595.86, , , , , , , , , ,
01-Feb-2017,3594.33, , , , , , , , , ,
01-Mar-2017,3595.91, , , , , , , , , ,
01-Apr-2017,3604.14, , , , , , , , , ,
01-May-2017,3619.09, , , , , , , , , ,
01-Jun-2017,3634.89, , , , , , , , , ,
01-Jul-2017,3634.69, , , , , , , , , ,
01-Aug-2017,3630.88, , , , , , , , , ,
01-Sep-2017,3628.31, , , , , , , , , ,
01-Oct-2017,3627.09, , , , , , , , , ,
01-Nov-2017,3625.29, , , , , , , , , ,
01-Dec-2017,3622.85, , , , , , , , , ,
01-Jan-2018,3619.14, , , , , , , , , ,
01-Feb-2018,3616.02, , , , , , , , , ,
01-Mar-2018,3612.23, , , , , , , , , ,
01-Apr-2018,3609.39, , , , , , , , , ,
01-May-2018,3611.54, , , , , , , , , ,
01-Jun-2018,3609.98, , , , , , , , , ,
01-Jul-2018,3603.80, , , , , , , , , ,
01-Aug-2018,3597.12, , , , , , , , , ,
01-Sep-2018,3592.28, , , , , , , , , ,
01-Oct-2018,3590.46, , , , , , , , , ,
01-Nov-2018,3586.50, , , , , , , , , ,
01-Dec-2018,3581.85, , , , , , , , , ,
01-Jan-2019,3576.34, , , , , , , , , ,
01-Feb-2019,3571.89, , , , , , , , , ,
01-Mar-2019,3569.28, , , , , , , , , ,
01-Apr-2019,3571.12, , , , , , , , , ,
01-May-2019,3584.65, , , , , , , , , ,
01-Jun-2019,3611.82, , , , , , , , , ,
01-Jul-2019,3621.60, , , , , , , , , ,
01-Aug-2019,3618.55, , , , , , , , , ,
01-Sep-2019,3615.36, , , , , , , , , ,
01-Oct-2019,3612.99, , , , , , , , , ,
01-Nov-2019,3611.23, , , , , , , , , ,
01-Dec-2019,3608.74, , , , , , , , , ,
01-Jan-2020,3605.48, , , , , , , , , ,
01-Feb-2020,3602.72, , , , , , , , , ,
