Date,Elevation (feet), , , , , , , , , ,
01-Dec-1972,7158.42, , , , , , , , , ,
01-Jan-1973,7158.35, , , , , , , , , ,
01-Feb-1973,7157.21, , , , , , , , , ,
01-Mar-1973,7157.10, , , , , , , , , ,
01-Apr-1973,7158.65, , , , , , , , , ,
01-May-1973,7158.48, , , , , , , , , ,
01-Jun-1973,7157.86, , , , , , , , , ,
01-Jul-1973,7156.62, , , , , , , , , ,
01-Aug-1973,7157.32, , , , , , , , , ,
01-Sep-1973,7157.66, , , , , , , , , ,
01-Oct-1973,7102.78, , , , , , , , , ,
01-Nov-1973,7157.57, , , , , , , , , ,
01-Dec-1973,7158.24, , , , , , , , , ,
01-Jan-1974,7157.59, , , , , , , , , ,
01-Feb-1974,7158.28, , , , , , , , , ,
01-Mar-1974,7157.50, , , , , , , , , ,
01-Apr-1974,7158.98, , , , , , , , , ,
01-May-1974,7158.06, , , , , , , , , ,
01-Jun-1974,7154.42, , , , , , , , , ,
01-Jul-1974,7153.49, , , , , , , , , ,
01-Aug-1974,7154.01, , , , , , , , , ,
01-Sep-1974,7154.09, , , , , , , , , ,
01-Oct-1974,7158.63, , , , , , , , , ,
01-Nov-1974,7157.75, , , , , , , , , ,
01-Dec-1974,7158.75, , , , , , , , , ,
01-Jan-1975,7158.52, , , , , , , , , ,
01-Feb-1975,7158.51, , , , , , , , , ,
01-Mar-1975,7157.78, , , , , , , , , ,
01-Apr-1975,7156.40, , , , , , , , , ,
01-May-1975,7146.50, , , , , , , , , ,
01-Jun-1975,7154.27, , , , , , , , , ,
01-Jul-1975,7154.69, , , , , , , , , ,
01-Aug-1975,7158.30, , , , , , , , , ,
01-Sep-1975,7158.15, , , , , , , , , ,
01-Oct-1975,7157.36, , , , , , , , , ,
01-Nov-1975,7158.84, , , , , , , , , ,
01-Dec-1975,7158.91, , , , , , , , , ,
01-Jan-1976,7158.18, , , , , , , , , ,
01-Feb-1976,7157.19, , , , , , , , , ,
01-Mar-1976,7158.41, , , , , , , , , ,
01-Apr-1976,7158.45, , , , , , , , , ,
01-May-1976,7157.39, , , , , , , , , ,
01-Jun-1976,7157.71, , , , , , , , , ,
01-Jul-1976,7156.78, , , , , , , , , ,
01-Aug-1976,7158.37, , , , , , , , , ,
01-Sep-1976,7157.95, , , , , , , , , ,
01-Oct-1976,7157.04, , , , , , , , , ,
01-Nov-1976,7157.33, , , , , , , , , ,
01-Dec-1976,7157.61, , , , , , , , , ,
01-Jan-1977,7157.96, , , , , , , , , ,
01-Feb-1977,7159.88, , , , , , , , , ,
01-Mar-1977,7162.08, , , , , , , , , ,
01-Apr-1977,7155.46, , , , , , , , , ,
01-May-1977,7154.25, , , , , , , , , ,
01-Jun-1977,7153.46, , , , , , , , , ,
01-Jul-1977,7153.17, , , , , , , , , ,
01-Aug-1977,7156.95, , , , , , , , , ,
01-Sep-1977,7156.46, , , , , , , , , ,
01-Oct-1977,7156.62, , , , , , , , , ,
01-Nov-1977,7156.64, , , , , , , , , ,
01-Dec-1977,7156.16, , , , , , , , , ,
01-Jan-1978,7156.75, , , , , , , , , ,
01-Feb-1978,7155.91, , , , , , , , , ,
01-Mar-1978,7157.15, , , , , , , , , ,
01-Apr-1978,7156.81, , , , , , , , , ,
01-May-1978,7156.85, , , , , , , , , ,
01-Jun-1978,7155.56, , , , , , , , , ,
01-Jul-1978,7156.95, , , , , , , , , ,
01-Aug-1978,7156.06, , , , , , , , , ,
01-Sep-1978,7156.73, , , , , , , , , ,
01-Oct-1978,7158.03, , , , , , , , , ,
01-Nov-1978,7157.57, , , , , , , , , ,
01-Dec-1978,7158.36, , , , , , , , , ,
01-Jan-1979,7157.60, , , , , , , , , ,
01-Feb-1979,7157.55, , , , , , , , , ,
01-Mar-1979,7155.65, , , , , , , , , ,
01-Apr-1979,7156.15, , , , , , , , , ,
01-May-1979,7157.51, , , , , , , , , ,
01-Jun-1979,7157.91, , , , , , , , , ,
01-Jul-1979,7157.00, , , , , , , , , ,
01-Aug-1979,7157.84, , , , , , , , , ,
01-Sep-1979,7158.10, , , , , , , , , ,
01-Oct-1979,7158.42, , , , , , , , , ,
01-Nov-1979,7154.86, , , , , , , , , ,
01-Dec-1979,7153.17, , , , , , , , , ,
01-Jan-1980,7157.58, , , , , , , , , ,
01-Feb-1980,7156.72, , , , , , , , , ,
01-Mar-1980,7157.76, , , , , , , , , ,
01-Apr-1980,7158.22, , , , , , , , , ,
01-May-1980,7153.68, , , , , , , , , ,
01-Jun-1980,7156.07, , , , , , , , , ,
01-Jul-1980,7155.61, , , , , , , , , ,
01-Aug-1980,7156.34, , , , , , , , , ,
01-Sep-1980,7154.13, , , , , , , , , ,
01-Oct-1980,7156.26, , , , , , , , , ,
01-Nov-1980,7154.39, , , , , , , , , ,
01-Dec-1980,7155.37, , , , , , , , , ,
01-Jan-1981,7155.12, , , , , , , , , ,
01-Feb-1981,7154.89, , , , , , , , , ,
01-Mar-1981,7156.66, , , , , , , , , ,
01-Apr-1981,7154.91, , , , , , , , , ,
01-May-1981,7155.88, , , , , , , , , ,
01-Jun-1981,7157.09, , , , , , , , , ,
01-Jul-1981,7157.17, , , , , , , , , ,
01-Aug-1981,7156.86, , , , , , , , , ,
01-Sep-1981,7157.60, , , , , , , , , ,
01-Oct-1981,7155.18, , , , , , , , , ,
01-Nov-1981,7156.02, , , , , , , , , ,
01-Dec-1981,7156.54, , , , , , , , , ,
01-Jan-1982,7155.15, , , , , , , , , ,
01-Feb-1982,7155.43, , , , , , , , , ,
01-Mar-1982,7156.59, , , , , , , , , ,
01-Apr-1982,7156.96, , , , , , , , , ,
01-May-1982,7156.29, , , , , , , , , ,
01-Jun-1982,7155.42, , , , , , , , , ,
01-Jul-1982,7155.44, , , , , , , , , ,
01-Aug-1982,7157.19, , , , , , , , , ,
01-Sep-1982,7154.47, , , , , , , , , ,
01-Oct-1982,7156.29, , , , , , , , , ,
01-Nov-1982,7152.87, , , , , , , , , ,
01-Dec-1982,7155.88, , , , , , , , , ,
01-Jan-1983,7156.99, , , , , , , , , ,
01-Feb-1983,7156.66, , , , , , , , , ,
01-Mar-1983,7156.16, , , , , , , , , ,
01-Apr-1983,7157.88, , , , , , , , , ,
01-May-1983,7159.12, , , , , , , , , ,
01-Jun-1983,7160.00, , , , , , , , , ,
01-Jul-1983,7156.37, , , , , , , , , ,
01-Aug-1983,7158.03, , , , , , , , , ,
01-Sep-1983,7157.35, , , , , , , , , ,
01-Oct-1983,7150.91, , , , , , , , , ,
01-Nov-1983,7157.78, , , , , , , , , ,
01-Dec-1983,7155.01, , , , , , , , , ,
01-Jan-1984,7156.97, , , , , , , , , ,
01-Feb-1984,7157.22, , , , , , , , , ,
01-Mar-1984,7157.78, , , , , , , , , ,
01-Apr-1984,7157.25, , , , , , , , , ,
01-May-1984,7159.30, , , , , , , , , ,
01-Jun-1984,7159.86, , , , , , , , , ,
01-Jul-1984,7160.98, , , , , , , , , ,
01-Aug-1984,7158.38, , , , , , , , , ,
01-Sep-1984,7156.52, , , , , , , , , ,
01-Oct-1984,7157.92, , , , , , , , , ,
01-Nov-1984,7157.75, , , , , , , , , ,
01-Dec-1984,7157.95, , , , , , , , , ,
01-Jan-1985,7158.51, , , , , , , , , ,
01-Feb-1985,7158.89, , , , , , , , , ,
01-Mar-1985,7157.13, , , , , , , , , ,
01-Apr-1985,7157.23, , , , , , , , , ,
01-May-1985,7158.10, , , , , , , , , ,
01-Jun-1985,7157.79, , , , , , , , , ,
01-Jul-1985,7155.76, , , , , , , , , ,
01-Aug-1985,7157.47, , , , , , , , , ,
01-Sep-1985,7157.92, , , , , , , , , ,
01-Oct-1985,7154.68, , , , , , , , , ,
01-Nov-1985,7155.93, , , , , , , , , ,
01-Dec-1985,7158.07, , , , , , , , , ,
01-Jan-1986,7153.25, , , , , , , , , ,
01-Feb-1986,7157.19, , , , , , , , , ,
01-Mar-1986,7157.59, , , , , , , , , ,
01-Apr-1986,7158.01, , , , , , , , , ,
01-May-1986,7157.86, , , , , , , , , ,
01-Jun-1986,7157.08, , , , , , , , , ,
01-Jul-1986,7153.46, , , , , , , , , ,
01-Aug-1986,7156.48, , , , , , , , , ,
01-Sep-1986,7158.06, , , , , , , , , ,
01-Oct-1986,7157.22, , , , , , , , , ,
01-Nov-1986,7156.51, , , , , , , , , ,
01-Dec-1986,7157.51, , , , , , , , , ,
01-Jan-1987,7157.61, , , , , , , , , ,
01-Feb-1987,7155.65, , , , , , , , , ,
01-Mar-1987,7157.80, , , , , , , , , ,
01-Apr-1987,7157.96, , , , , , , , , ,
01-May-1987,7157.66, , , , , , , , , ,
01-Jun-1987,7155.04, , , , , , , , , ,
01-Jul-1987,7157.10, , , , , , , , , ,
01-Aug-1987,7157.60, , , , , , , , , ,
01-Sep-1987,7156.40, , , , , , , , , ,
01-Oct-1987,7155.42, , , , , , , , , ,
01-Nov-1987,7157.40, , , , , , , , , ,
01-Dec-1987,7156.13, , , , , , , , , ,
01-Jan-1988,7155.87, , , , , , , , , ,
01-Feb-1988,7153.86, , , , , , , , , ,
01-Mar-1988,7157.48, , , , , , , , , ,
01-Apr-1988,7155.29, , , , , , , , , ,
01-May-1988,7156.18, , , , , , , , , ,
01-Jun-1988,7154.60, , , , , , , , , ,
01-Jul-1988,7157.90, , , , , , , , , ,
01-Aug-1988,7156.12, , , , , , , , , ,
01-Sep-1988,7156.00, , , , , , , , , ,
01-Oct-1988,7155.44, , , , , , , , , ,
01-Nov-1988,7156.78, , , , , , , , , ,
01-Dec-1988,7157.26, , , , , , , , , ,
01-Jan-1989,7154.90, , , , , , , , , ,
01-Feb-1989,7156.43, , , , , , , , , ,
01-Mar-1989,7155.79, , , , , , , , , ,
01-Apr-1989,7155.07, , , , , , , , , ,
01-May-1989,7157.49, , , , , , , , , ,
01-Jun-1989,7154.39, , , , , , , , , ,
01-Jul-1989,7154.23, , , , , , , , , ,
01-Aug-1989,7154.81, , , , , , , , , ,
01-Sep-1989,7155.58, , , , , , , , , ,
01-Oct-1989,7154.51, , , , , , , , , ,
01-Nov-1989,7155.85, , , , , , , , , ,
01-Dec-1989,7156.90, , , , , , , , , ,
01-Jan-1990,7156.82, , , , , , , , , ,
01-Feb-1990,7157.08, , , , , , , , , ,
01-Mar-1990,7154.95, , , , , , , , , ,
01-Apr-1990,7156.03, , , , , , , , , ,
01-May-1990,7156.54, , , , , , , , , ,
01-Jun-1990,7153.66, , , , , , , , , ,
01-Jul-1990,7155.08, , , , , , , , , ,
01-Aug-1990,7155.67, , , , , , , , , ,
01-Sep-1990,7156.49, , , , , , , , , ,
01-Oct-1990,7156.80, , , , , , , , , ,
01-Nov-1990,7155.52, , , , , , , , , ,
01-Dec-1990,7152.42, , , , , , , , , ,
01-Jan-1991,7152.78, , , , , , , , , ,
01-Feb-1991,7156.02, , , , , , , , , ,
01-Mar-1991,7160.84, , , , , , , , , ,
01-Apr-1991,7156.99, , , , , , , , , ,
01-May-1991,7154.32, , , , , , , , , ,
01-Jun-1991,7155.93, , , , , , , , , ,
01-Jul-1991,7154.03, , , , , , , , , ,
01-Aug-1991,7154.58, , , , , , , , , ,
01-Sep-1991,7153.15, , , , , , , , , ,
01-Oct-1991,7156.29, , , , , , , , , ,
01-Nov-1991,7154.16, , , , , , , , , ,
01-Dec-1991,7153.63, , , , , , , , , ,
01-Jan-1992,7154.19, , , , , , , , , ,
01-Feb-1992,7154.61, , , , , , , , , ,
01-Mar-1992,7155.83, , , , , , , , , ,
01-Apr-1992,7157.17, , , , , , , , , ,
01-May-1992,7153.86, , , , , , , , , ,
01-Jun-1992,7154.28, , , , , , , , , ,
01-Jul-1992,7152.26, , , , , , , , , ,
01-Aug-1992,7154.13, , , , , , , , , ,
01-Sep-1992,7152.65, , , , , , , , , ,
01-Oct-1992,7151.07, , , , , , , , , ,
01-Nov-1992,7152.38, , , , , , , , , ,
01-Dec-1992,7155.76, , , , , , , , , ,
01-Jan-1993,7156.98, , , , , , , , , ,
01-Feb-1993,7153.30, , , , , , , , , ,
01-Mar-1993,7156.41, , , , , , , , , ,
01-Apr-1993,7152.22, , , , , , , , , ,
01-May-1993,7158.52, , , , , , , , , ,
01-Jun-1993,7156.14, , , , , , , , , ,
01-Jul-1993,7156.16, , , , , , , , , ,
01-Aug-1993,7155.87, , , , , , , , , ,
01-Sep-1993,7157.97, , , , , , , , , ,
01-Oct-1993,7155.13, , , , , , , , , ,
01-Nov-1993,7156.58, , , , , , , , , ,
01-Dec-1993,7153.75, , , , , , , , , ,
01-Jan-1994,7154.43, , , , , , , , , ,
01-Feb-1994,7154.02, , , , , , , , , ,
01-Mar-1994,7151.16, , , , , , , , , ,
01-Apr-1994,7149.96, , , , , , , , , ,
01-May-1994,7151.81, , , , , , , , , ,
01-Jun-1994,7151.96, , , , , , , , , ,
01-Jul-1994,7153.90, , , , , , , , , ,
01-Aug-1994,7153.49, , , , , , , , , ,
01-Sep-1994,7153.30, , , , , , , , , ,
01-Oct-1994,7152.82, , , , , , , , , ,
01-Nov-1994,7155.05, , , , , , , , , ,
01-Dec-1994,7152.35, , , , , , , , , ,
01-Jan-1995,7146.22, , , , , , , , , ,
01-Feb-1995,7148.19, , , , , , , , , ,
01-Mar-1995,7152.96, , , , , , , , , ,
01-Apr-1995,7145.00, , , , , , , , , ,
01-May-1995,7156.45, , , , , , , , , ,
01-Jun-1995,7156.15, , , , , , , , , ,
01-Jul-1995,7154.67, , , , , , , , , ,
01-Aug-1995,7154.53, , , , , , , , , ,
01-Sep-1995,7153.04, , , , , , , , , ,
01-Oct-1995,7148.61, , , , , , , , , ,
01-Nov-1995,7148.46, , , , , , , , , ,
01-Dec-1995,7150.15, , , , , , , , , ,
01-Jan-1996,7154.29, , , , , , , , , ,
01-Feb-1996,7151.46, , , , , , , , , ,
01-Mar-1996,7150.40, , , , , , , , , ,
01-Apr-1996,7153.20, , , , , , , , , ,
01-May-1996,7153.57, , , , , , , , , ,
01-Jun-1996,7156.73, , , , , , , , , ,
01-Jul-1996,7152.97, , , , , , , , , ,
01-Aug-1996,7152.93, , , , , , , , , ,
01-Sep-1996,7153.97, , , , , , , , , ,
01-Oct-1996,7153.02, , , , , , , , , ,
01-Nov-1996,7146.99, , , , , , , , , ,
01-Dec-1996,7145.21, , , , , , , , , ,
01-Jan-1997,7148.41, , , , , , , , , ,
01-Feb-1997,7153.75, , , , , , , , , ,
01-Mar-1997,7151.30, , , , , , , , , ,
01-Apr-1997,7146.38, , , , , , , , , ,
01-May-1997,7152.49, , , , , , , , , ,
01-Jun-1997,7158.02, , , , , , , , , ,
01-Jul-1997,7153.71, , , , , , , , , ,
01-Aug-1997,7152.13, , , , , , , , , ,
01-Sep-1997,7150.02, , , , , , , , , ,
01-Oct-1997,7155.96, , , , , , , , , ,
01-Nov-1997,7150.44, , , , , , , , , ,
01-Dec-1997,7149.70, , , , , , , , , ,
01-Jan-1998,7149.20, , , , , , , , , ,
01-Feb-1998,7148.62, , , , , , , , , ,
01-Mar-1998,7150.74, , , , , , , , , ,
01-Apr-1998,7154.15, , , , , , , , , ,
01-May-1998,7154.74, , , , , , , , , ,
01-Jun-1998,7155.07, , , , , , , , , ,
01-Jul-1998,7155.13, , , , , , , , , ,
01-Aug-1998,7154.06, , , , , , , , , ,
01-Sep-1998,7155.16, , , , , , , , , ,
01-Oct-1998,7149.89, , , , , , , , , ,
01-Nov-1998,7152.04, , , , , , , , , ,
01-Dec-1998,7152.13, , , , , , , , , ,
01-Jan-1999,7151.60, , , , , , , , , ,
01-Feb-1999,7152.17, , , , , , , , , ,
01-Mar-1999,7150.82, , , , , , , , , ,
01-Apr-1999,7152.52, , , , , , , , , ,
01-May-1999,7154.58, , , , , , , , , ,
01-Jun-1999,7154.97, , , , , , , , , ,
01-Jul-1999,7155.78, , , , , , , , , ,
01-Aug-1999,7153.41, , , , , , , , , ,
01-Sep-1999,7158.93, , , , , , , , , ,
01-Oct-1999,7151.68, , , , , , , , , ,
01-Nov-1999,7156.95, , , , , , , , , ,
01-Dec-1999,7154.70, , , , , , , , , ,
01-Jan-2000,7154.26, , , , , , , , , ,
01-Feb-2000,7151.35, , , , , , , , , ,
01-Mar-2000,7150.35, , , , , , , , , ,
01-Apr-2000,7154.99, , , , , , , , , ,
01-May-2000,7156.13, , , , , , , , , ,
01-Jun-2000,7155.92, , , , , , , , , ,
01-Jul-2000,7154.89, , , , , , , , , ,
01-Aug-2000,7155.25, , , , , , , , , ,
01-Sep-2000,7156.52, , , , , , , , , ,
01-Oct-2000,7155.11, , , , , , , , , ,
01-Nov-2000,7151.91, , , , , , , , , ,
01-Dec-2000,7148.25, , , , , , , , , ,
01-Jan-2001,7147.46, , , , , , , , , ,
01-Feb-2001,7146.58, , , , , , , , , ,
01-Mar-2001,7144.97, , , , , , , , , ,
01-Apr-2001,7149.90, , , , , , , , , ,
01-May-2001,7155.96, , , , , , , , , ,
01-Jun-2001,7156.90, , , , , , , , , ,
01-Jul-2001,7152.66, , , , , , , , , ,
01-Aug-2001,7156.63, , , , , , , , , ,
01-Sep-2001,7148.44, , , , , , , , , ,
01-Oct-2001,7151.51, , , , , , , , , ,
01-Nov-2001,7151.60, , , , , , , , , ,
01-Dec-2001,7150.43, , , , , , , , , ,
01-Jan-2002,7152.98, , , , , , , , , ,
01-Feb-2002,7152.95, , , , , , , , , ,
01-Mar-2002,7151.85, , , , , , , , , ,
01-Apr-2002,7151.67, , , , , , , , , ,
01-May-2002,7157.58, , , , , , , , , ,
01-Jun-2002,7147.52, , , , , , , , , ,
01-Jul-2002,7150.78, , , , , , , , , ,
01-Aug-2002,7133.30, , , , , , , , , ,
01-Sep-2002,7144.13, , , , , , , , , ,
01-Oct-2002,7150.55, , , , , , , , , ,
01-Nov-2002,7150.23, , , , , , , , , ,
01-Dec-2002,7150.72, , , , , , , , , ,
01-Jan-2003,7151.64, , , , , , , , , ,
01-Feb-2003,7154.46, , , , , , , , , ,
01-Mar-2003,7148.63, , , , , , , , , ,
01-Apr-2003,7154.64, , , , , , , , , ,
01-May-2003,7157.73, , , , , , , , , ,
01-Jun-2003,7157.05, , , , , , , , , ,
01-Jul-2003,7154.89, , , , , , , , , ,
01-Aug-2003,7152.55, , , , , , , , , ,
01-Sep-2003,7153.42, , , , , , , , , ,
01-Oct-2003,7149.88, , , , , , , , , ,
01-Nov-2003,7151.87, , , , , , , , , ,
01-Dec-2003,7153.36, , , , , , , , , ,
01-Jan-2004,7151.70, , , , , , , , , ,
01-Feb-2004,7150.31, , , , , , , , , ,
01-Mar-2004,7151.24, , , , , , , , , ,
01-Apr-2004,7151.23, , , , , , , , , ,
01-May-2004,7154.18, , , , , , , , , ,
01-Jun-2004,7154.59, , , , , , , , , ,
01-Jul-2004,7152.76, , , , , , , , , ,
01-Aug-2004,7153.42, , , , , , , , , ,
01-Sep-2004,7151.14, , , , , , , , , ,
01-Oct-2004,7155.42, , , , , , , , , ,
01-Nov-2004,7149.03, , , , , , , , , ,
01-Dec-2004,7150.76, , , , , , , , , ,
01-Jan-2005,7149.07, , , , , , , , , ,
01-Feb-2005,7152.16, , , , , , , , , ,
01-Mar-2005,7152.11, , , , , , , , , ,
01-Apr-2005,7147.31, , , , , , , , , ,
01-May-2005,7150.38, , , , , , , , , ,
01-Jun-2005,7155.14, , , , , , , , , ,
01-Jul-2005,7152.40, , , , , , , , , ,
01-Aug-2005,7153.94, , , , , , , , , ,
01-Sep-2005,7153.57, , , , , , , , , ,
01-Oct-2005,7153.59, , , , , , , , , ,
01-Nov-2005,7153.83, , , , , , , , , ,
01-Dec-2005,7151.89, , , , , , , , , ,
01-Jan-2006,7151.95, , , , , , , , , ,
01-Feb-2006,7148.97, , , , , , , , , ,
01-Mar-2006,7148.31, , , , , , , , , ,
01-Apr-2006,7149.60, , , , , , , , , ,
01-May-2006,7152.51, , , , , , , , , ,
01-Jun-2006,7153.49, , , , , , , , , ,
01-Jul-2006,7154.36, , , , , , , , , ,
01-Aug-2006,7156.04, , , , , , , , , ,
01-Sep-2006,7145.25, , , , , , , , , ,
01-Oct-2006,7148.31, , , , , , , , , ,
01-Nov-2006,7146.13, , , , , , , , , ,
01-Dec-2006,7146.46, , , , , , , , , ,
01-Jan-2007,7145.92, , , , , , , , , ,
01-Feb-2007,7145.91, , , , , , , , , ,
01-Mar-2007,7154.36, , , , , , , , , ,
01-Apr-2007,7153.49, , , , , , , , , ,
01-May-2007,7154.94, , , , , , , , , ,
01-Jun-2007,7153.84, , , , , , , , , ,
01-Jul-2007,7153.52, , , , , , , , , ,
01-Aug-2007,7154.39, , , , , , , , , ,
01-Sep-2007,7156.80, , , , , , , , , ,
01-Oct-2007,7150.81, , , , , , , , , ,
01-Nov-2007,7149.32, , , , , , , , , ,
01-Dec-2007,7152.91, , , , , , , , , ,
01-Jan-2008,7156.26, , , , , , , , , ,
01-Feb-2008,7146.95, , , , , , , , , ,
01-Mar-2008,7155.12, , , , , , , , , ,
01-Apr-2008,7149.81, , , , , , , , , ,
01-May-2008,7144.87, , , , , , , , , ,
01-Jun-2008,7152.31, , , , , , , , , ,
01-Jul-2008,7152.94, , , , , , , , , ,
01-Aug-2008,7156.16, , , , , , , , , ,
01-Sep-2008,7155.78, , , , , , , , , ,
01-Oct-2008,7153.93, , , , , , , , , ,
01-Nov-2008,7153.60, , , , , , , , , ,
01-Dec-2008,7152.11, , , , , , , , , ,
01-Jan-2009,7148.12, , , , , , , , , ,
01-Feb-2009,7145.98, , , , , , , , , ,
01-Mar-2009,7147.72, , , , , , , , , ,
01-Apr-2009,7155.78, , , , , , , , , ,
01-May-2009,7154.23, , , , , , , , , ,
01-Jun-2009,7158.19, , , , , , , , , ,
01-Jul-2009,7155.33, , , , , , , , , ,
01-Aug-2009,7154.90, , , , , , , , , ,
01-Sep-2009,7146.95, , , , , , , , , ,
01-Oct-2009,7148.23, , , , , , , , , ,
01-Nov-2009,7152.38, , , , , , , , , ,
01-Dec-2009,7153.12, , , , , , , , , ,
01-Jan-2010,7150.49, , , , , , , , , ,
01-Feb-2010,7147.10, , , , , , , , , ,
01-Mar-2010,7147.29, , , , , , , , , ,
01-Apr-2010,7149.84, , , , , , , , , ,
01-May-2010,7154.46, , , , , , , , , ,
01-Jun-2010,7153.15, , , , , , , , , ,
01-Jul-2010,7156.02, , , , , , , , , ,
01-Aug-2010,7155.63, , , , , , , , , ,
01-Sep-2010,7148.78, , , , , , , , , ,
01-Oct-2010,7153.88, , , , , , , , , ,
01-Nov-2010,7152.79, , , , , , , , , ,
01-Dec-2010,7153.98, , , , , , , , , ,
01-Jan-2011,7153.70, , , , , , , , , ,
01-Feb-2011,7152.08, , , , , , , , , ,
01-Mar-2011,7154.37, , , , , , , , , ,
01-Apr-2011,7152.20, , , , , , , , , ,
01-May-2011,7156.18, , , , , , , , , ,
01-Jun-2011,7155.72, , , , , , , , , ,
01-Jul-2011,7155.22, , , , , , , , , ,
01-Aug-2011,7155.77, , , , , , , , , ,
01-Sep-2011,7148.00, , , , , , , , , ,
01-Oct-2011,7151.08, , , , , , , , , ,
01-Nov-2011,7151.73, , , , , , , , , ,
01-Dec-2011,7154.97, , , , , , , , , ,
01-Jan-2012,7155.61, , , , , , , , , ,
01-Feb-2012,7155.27, , , , , , , , , ,
01-Mar-2012,7156.25, , , , , , , , , ,
01-Apr-2012,7157.05, , , , , , , , , ,
01-May-2012,7154.07, , , , , , , , , ,
01-Jun-2012,7154.59, , , , , , , , , ,
01-Jul-2012,7155.86, , , , , , , , , ,
01-Aug-2012,7154.84, , , , , , , , , ,
01-Sep-2012,7150.03, , , , , , , , , ,
01-Oct-2012,7142.80, , , , , , , , , ,
01-Nov-2012,7148.49, , , , , , , , , ,
01-Dec-2012,7146.50, , , , , , , , , ,
01-Jan-2013,7144.75, , , , , , , , , ,
01-Feb-2013,7144.30, , , , , , , , , ,
01-Mar-2013,7144.36, , , , , , , , , ,
01-Apr-2013,7146.71, , , , , , , , , ,
01-May-2013,7154.02, , , , , , , , , ,
01-Jun-2013,7154.39, , , , , , , , , ,
01-Jul-2013,7153.53, , , , , , , , , ,
01-Aug-2013,7154.91, , , , , , , , , ,
01-Sep-2013,7154.20, , , , , , , , , ,
01-Oct-2013,7152.26, , , , , , , , , ,
01-Nov-2013,7152.65, , , , , , , , , ,
01-Dec-2013,7147.65, , , , , , , , , ,
01-Jan-2014,7148.51, , , , , , , , , ,
01-Feb-2014,7148.21, , , , , , , , , ,
01-Mar-2014,7146.76, , , , , , , , , ,
01-Apr-2014,7146.13, , , , , , , , , ,
01-May-2014,7152.55, , , , , , , , , ,
01-Jun-2014,7138.91, , , , , , , , , ,
01-Jul-2014,7153.91, , , , , , , , , ,
01-Aug-2014,7154.40, , , , , , , , , ,
01-Sep-2014,7153.75, , , , , , , , , ,
01-Oct-2014,7149.96, , , , , , , , , ,
01-Nov-2014,7154.03, , , , , , , , , ,
01-Dec-2014,7153.68, , , , , , , , , ,
01-Jan-2015,7152.01, , , , , , , , , ,
01-Feb-2015,7151.25, , , , , , , , , ,
