Date,Elevation (feet), , , , , , , , , ,
01-Nov-1995,7573.47, , , , , , , , , ,
01-Dec-1995,7573.65, , , , , , , , , ,
01-Jan-1996,7574.40, , , , , , , , , ,
01-Feb-1996,7575.80, , , , , , , , , ,
01-Mar-1996,7576.78, , , , , , , , , ,
01-Apr-1996,7577.82, , , , , , , , , ,
01-May-1996,7583.42, , , , , , , , , ,
01-Jun-1996,7585.26, , , , , , , , , ,
01-Jul-1996,7585.05, , , , , , , , , ,
01-Aug-1996,7583.68, , , , , , , , , ,
01-Sep-1996,7583.10, , , , , , , , , ,
01-Oct-1996,7583.06, , , , , , , , , ,
01-Nov-1996,7583.94, , , , , , , , , ,
01-Dec-1996,7584.95, , , , , , , , , ,
01-Jan-1997,7585.65, , , , , , , , , ,
01-Feb-1997,7585.92, , , , , , , , , ,
01-Mar-1997,7586.90, , , , , , , , , ,
01-Apr-1997,7588.59, , , , , , , , , ,
01-May-1997,7595.00, , , , , , , , , ,
01-Jun-1997,7597.99, , , , , , , , , ,
01-Jul-1997,7597.63, , , , , , , , , ,
01-Aug-1997,7596.49, , , , , , , , , ,
01-Sep-1997,7595.65, , , , , , , , , ,
01-Oct-1997,7595.47, , , , , , , , , ,
01-Nov-1997,7595.18, , , , , , , , , ,
01-Dec-1997,7595.00, , , , , , , , , ,
01-Jan-1998,7595.24, , , , , , , , , ,
01-Feb-1998,7595.45, , , , , , , , , ,
01-Mar-1998,7595.65, , , , , , , , , ,
01-Apr-1998,7597.10, , , , , , , , , ,
01-May-1998,7601.54, , , , , , , , , ,
01-Jun-1998,7602.42, , , , , , , , , ,
01-Jul-1998,7601.10, , , , , , , , , ,
01-Aug-1998,7599.43, , , , , , , , , ,
01-Sep-1998,7598.10, , , , , , , , , ,
01-Oct-1998,7597.34, , , , , , , , , ,
01-Nov-1998,7596.79, , , , , , , , , ,
01-Dec-1998,7596.14, , , , , , , , , ,
01-Jan-1999,7595.78, , , , , , , , , ,
01-Feb-1999,7595.43, , , , , , , , , ,
01-Mar-1999,7594.99, , , , , , , , , ,
01-Apr-1999,7595.24, , , , , , , , , ,
01-May-1999,7597.11, , , , , , , , , ,
01-Jun-1999,7597.06, , , , , , , , , ,
01-Jul-1999,7595.51, , , , , , , , , ,
01-Aug-1999,7594.13, , , , , , , , , ,
01-Sep-1999,7593.07, , , , , , , , , ,
01-Oct-1999,7592.68, , , , , , , , , ,
01-Nov-1999,7592.43, , , , , , , , , ,
01-Dec-1999,7592.35, , , , , , , , , ,
01-Jan-2000,7592.66, , , , , , , , , ,
01-Feb-2000,7592.95, , , , , , , , , ,
01-Mar-2000,7593.41, , , , , , , , , ,
01-Apr-2000,7594.36, , , , , , , , , ,
01-May-2000,7595.15, , , , , , , , , ,
01-Jun-2000,7594.42, , , , , , , , , ,
01-Jul-2000,7593.12, , , , , , , , , ,
01-Aug-2000,7591.50, , , , , , , , , ,
01-Sep-2000,7590.70, , , , , , , , , ,
01-Oct-2000,7591.27, , , , , , , , , ,
01-Nov-2000,7591.83, , , , , , , , , ,
01-Dec-2000,7591.91, , , , , , , , , ,
01-Jan-2001,7591.99, , , , , , , , , ,
01-Feb-2001,7592.12, , , , , , , , , ,
01-Mar-2001,7592.87, , , , , , , , , ,
01-Apr-2001,7593.59, , , , , , , , , ,
01-May-2001,7595.07, , , , , , , , , ,
01-Jun-2001,7594.30, , , , , , , , , ,
01-Jul-2001,7593.10, , , , , , , , , ,
01-Aug-2001,7591.74, , , , , , , , , ,
01-Sep-2001,7590.70, , , , , , , , , ,
01-Oct-2001,7590.24, , , , , , , , , ,
01-Nov-2001,7589.92, , , , , , , , , ,
01-Dec-2001,7589.96, , , , , , , , , ,
01-Jan-2002,7590.06, , , , , , , , , ,
01-Feb-2002,7589.76, , , , , , , , , ,
01-Mar-2002,7589.80, , , , , , , , , ,
01-Apr-2002,7590.29, , , , , , , , , ,
01-May-2002,7590.11, , , , , , , , , ,
01-Jun-2002,7588.57, , , , , , , , , ,
01-Jul-2002,7586.77, , , , , , , , , ,
01-Aug-2002,7584.87, , , , , , , , , ,
01-Sep-2002,7584.11, , , , , , , , , ,
01-Oct-2002,7583.81, , , , , , , , , ,
01-Nov-2002,7584.44, , , , , , , , , ,
01-Dec-2002,7584.21, , , , , , , , , ,
01-Jan-2003,7583.98, , , , , , , , , ,
01-Feb-2003,7583.81, , , , , , , , , ,
01-Mar-2003,7584.17, , , , , , , , , ,
01-Apr-2003,7584.47, , , , , , , , , ,
01-May-2003,7585.72, , , , , , , , , ,
01-Jun-2003,7585.69, , , , , , , , , ,
01-Jul-2003,7584.95, , , , , , , , , ,
01-Aug-2003,7583.61, , , , , , , , , ,
01-Sep-2003,7582.71, , , , , , , , , ,
01-Oct-2003,7582.16, , , , , , , , , ,
01-Nov-2003,7581.98, , , , , , , , , ,
01-Dec-2003,7581.92, , , , , , , , , ,
01-Jan-2004,7581.76, , , , , , , , , ,
01-Feb-2004,7581.71, , , , , , , , , ,
01-Mar-2004,7581.78, , , , , , , , , ,
01-Apr-2004,7582.47, , , , , , , , , ,
01-May-2004,7583.48, , , , , , , , , ,
01-Jun-2004,7582.80, , , , , , , , , ,
01-Jul-2004,7582.23, , , , , , , , , ,
01-Aug-2004,7581.37, , , , , , , , , ,
01-Sep-2004,7580.28, , , , , , , , , ,
01-Oct-2004,7580.25, , , , , , , , , ,
01-Nov-2004,7579.52, , , , , , , , , ,
01-Dec-2004,7578.88, , , , , , , , , ,
01-Jan-2005,7578.37, , , , , , , , , ,
01-Feb-2005,7577.84, , , , , , , , , ,
01-Mar-2005,7577.20, , , , , , , , , ,
01-Apr-2005,7578.52, , , , , , , , , ,
01-May-2005,7583.50, , , , , , , , , ,
01-Jun-2005,7586.78, , , , , , , , , ,
01-Jul-2005,7586.80, , , , , , , , , ,
01-Aug-2005,7586.43, , , , , , , , , ,
01-Sep-2005,7586.00, , , , , , , , , ,
01-Oct-2005,7585.67, , , , , , , , , ,
01-Nov-2005,7585.56, , , , , , , , , ,
01-Dec-2005,7585.71, , , , , , , , , ,
01-Jan-2006,7585.82, , , , , , , , , ,
01-Feb-2006,7585.82, , , , , , , , , ,
01-Mar-2006,7586.06, , , , , , , , , ,
01-Apr-2006,7587.05, , , , , , , , , ,
01-May-2006,7591.18, , , , , , , , , ,
01-Jun-2006,7592.28, , , , , , , , , ,
01-Jul-2006,7592.12, , , , , , , , , ,
01-Aug-2006,7591.83, , , , , , , , , ,
01-Sep-2006,7591.48, , , , , , , , , ,
01-Oct-2006,7591.74, , , , , , , , , ,
01-Nov-2006,7591.70, , , , , , , , , ,
01-Dec-2006,7591.67, , , , , , , , , ,
01-Jan-2007,7591.61, , , , , , , , , ,
01-Feb-2007,7591.71, , , , , , , , , ,
01-Mar-2007,7591.98, , , , , , , , , ,
01-Apr-2007,7592.41, , , , , , , , , ,
01-May-2007,7593.37, , , , , , , , , ,
01-Jun-2007,7592.91, , , , , , , , , ,
01-Jul-2007,7591.18, , , , , , , , , ,
01-Aug-2007,7589.78, , , , , , , , , ,
01-Sep-2007,7588.88, , , , , , , , , ,
01-Oct-2007,7588.63, , , , , , , , , ,
01-Nov-2007,7588.25, , , , , , , , , ,
01-Dec-2007,7588.22, , , , , , , , , ,
01-Jan-2008,7588.40, , , , , , , , , ,
01-Feb-2008,7588.59, , , , , , , , , ,
01-Mar-2008,7588.56, , , , , , , , , ,
01-Apr-2008,7588.69, , , , , , , , , ,
01-May-2008,7592.08, , , , , , , , , ,
01-Jun-2008,7594.14, , , , , , , , , ,
01-Jul-2008,7593.54, , , , , , , , , ,
01-Aug-2008,7592.15, , , , , , , , , ,
01-Sep-2008,7592.06, , , , , , , , , ,
01-Oct-2008,7592.33, , , , , , , , , ,
01-Nov-2008,7592.19, , , , , , , , , ,
01-Dec-2008,7592.12, , , , , , , , , ,
01-Jan-2009,7592.20, , , , , , , , , ,
01-Feb-2009,7592.28, , , , , , , , , ,
01-Mar-2009,7592.37, , , , , , , , , ,
01-Apr-2009,7593.43, , , , , , , , , ,
01-May-2009,7596.92, , , , , , , , , ,
01-Jun-2009,7598.86, , , , , , , , , ,
01-Jul-2009,7598.00, , , , , , , , , ,
01-Aug-2009,7596.20, , , , , , , , , ,
01-Sep-2009,7595.18, , , , , , , , , ,
01-Oct-2009,7594.84, , , , , , , , , ,
01-Nov-2009,7594.56, , , , , , , , , ,
01-Dec-2009,7594.50, , , , , , , , , ,
01-Jan-2010,7594.55, , , , , , , , , ,
01-Feb-2010,7594.55, , , , , , , , , ,
01-Mar-2010,7594.52, , , , , , , , , ,
01-Apr-2010,7594.91, , , , , , , , , ,
01-May-2010,7595.81, , , , , , , , , ,
01-Jun-2010,7597.16, , , , , , , , , ,
01-Jul-2010,7596.63, , , , , , , , , ,
01-Aug-2010,7595.89, , , , , , , , , ,
01-Sep-2010,7594.35, , , , , , , , , ,
01-Oct-2010,7594.25, , , , , , , , , ,
01-Nov-2010,7594.07, , , , , , , , , ,
01-Dec-2010,7594.56, , , , , , , , , ,
01-Jan-2011,7594.61, , , , , , , , , ,
01-Feb-2011,7594.66, , , , , , , , , ,
01-Mar-2011,7594.47, , , , , , , , , ,
01-Apr-2011,7594.62, , , , , , , , , ,
01-May-2011,7598.86, , , , , , , , , ,
01-Jun-2011,7602.51, , , , , , , , , ,
01-Jul-2011,7601.64, , , , , , , , , ,
01-Aug-2011,7599.62, , , , , , , , , ,
01-Sep-2011,7597.72, , , , , , , , , ,
01-Oct-2011,7596.68, , , , , , , , , ,
01-Nov-2011,7595.76, , , , , , , , , ,
01-Dec-2011,7594.75, , , , , , , , , ,
01-Jan-2012,7594.38, , , , , , , , , ,
01-Feb-2012,7594.54, , , , , , , , , ,
01-Mar-2012,7594.90, , , , , , , , , ,
01-Apr-2012,7595.68, , , , , , , , , ,
01-May-2012,7595.27, , , , , , , , , ,
01-Jun-2012,7593.33, , , , , , , , , ,
01-Jul-2012,7591.98, , , , , , , , , ,
01-Aug-2012,7590.32, , , , , , , , , ,
01-Sep-2012,7589.47, , , , , , , , , ,
01-Oct-2012,7589.34, , , , , , , , , ,
01-Nov-2012,7589.67, , , , , , , , , ,
01-Dec-2012,7589.62, , , , , , , , , ,
01-Jan-2013,7589.65, , , , , , , , , ,
01-Feb-2013,7589.62, , , , , , , , , ,
01-Mar-2013,7589.56, , , , , , , , , ,
01-Apr-2013,7589.87, , , , , , , , , ,
01-May-2013,7590.16, , , , , , , , , ,
01-Jun-2013,7588.89, , , , , , , , , ,
01-Jul-2013,7587.15, , , , , , , , , ,
01-Aug-2013,7585.24, , , , , , , , , ,
01-Sep-2013,7584.65, , , , , , , , , ,
01-Oct-2013,7584.24, , , , , , , , , ,
01-Nov-2013,7584.57, , , , , , , , , ,
01-Dec-2013,7585.35, , , , , , , , , ,
01-Jan-2014,7585.29, , , , , , , , , ,
01-Feb-2014,7585.46, , , , , , , , , ,
01-Mar-2014,7585.93, , , , , , , , , ,
01-Apr-2014,7586.69, , , , , , , , , ,
01-May-2014,7587.94, , , , , , , , , ,
01-Jun-2014,7587.42, , , , , , , , , ,
01-Jul-2014,7586.06, , , , , , , , , ,
01-Aug-2014,7584.98, , , , , , , , , ,
01-Sep-2014,7585.49, , , , , , , , , ,
01-Oct-2014,7586.19, , , , , , , , , ,
01-Nov-2014,7585.92, , , , , , , , , ,
01-Dec-2014,7585.88, , , , , , , , , ,
01-Jan-2015,7585.79, , , , , , , , , ,
01-Feb-2015,7585.69, , , , , , , , , ,
01-Mar-2015,7586.60, , , , , , , , , ,
01-Apr-2015,7586.34, , , , , , , , , ,
01-May-2015,7586.63, , , , , , , , , ,
01-Jun-2015,7586.50, , , , , , , , , ,
01-Jul-2015,7585.25, , , , , , , , , ,
01-Aug-2015,7583.46, , , , , , , , , ,
01-Sep-2015,7583.00, , , , , , , , , ,
01-Oct-2015,7583.08, , , , , , , , , ,
01-Nov-2015,7582.72, , , , , , , , , ,
01-Dec-2015,7582.73, , , , , , , , , ,
01-Jan-2016,7582.77, , , , , , , , , ,
01-Feb-2016,7582.75, , , , , , , , , ,
01-Mar-2016,7583.37, , , , , , , , , ,
01-Apr-2016,7583.77, , , , , , , , , ,
01-May-2016,7585.23, , , , , , , , , ,
01-Jun-2016,7584.90, , , , , , , , , ,
01-Jul-2016,7583.52, , , , , , , , , ,
01-Aug-2016,7581.39, , , , , , , , , ,
01-Sep-2016,7581.22, , , , , , , , , ,
01-Oct-2016,7581.11, , , , , , , , , ,
01-Nov-2016,7580.88, , , , , , , , , ,
01-Dec-2016,7581.03, , , , , , , , , ,
01-Jan-2017,7581.69, , , , , , , , , ,
01-Feb-2017,7582.28, , , , , , , , , ,
01-Mar-2017,7583.80, , , , , , , , , ,
01-Apr-2017,7586.70, , , , , , , , , ,
01-May-2017,7591.70, , , , , , , , , ,
01-Jun-2017,7593.25, , , , , , , , , ,
01-Jul-2017,7593.01, , , , , , , , , ,
01-Aug-2017,7591.60, , , , , , , , , ,
01-Sep-2017,7591.46, , , , , , , , , ,
01-Oct-2017,7591.17, , , , , , , , , ,
01-Nov-2017,7591.18, , , , , , , , , ,
01-Dec-2017,7591.69, , , , , , , , , ,
01-Jan-2018,7591.79, , , , , , , , , ,
01-Feb-2018,7591.87, , , , , , , , , ,
01-Mar-2018,7592.12, , , , , , , , , ,
01-Apr-2018,7592.46, , , , , , , , , ,
01-May-2018,7592.90, , , , , , , , , ,
01-Jun-2018,7591.00, , , , , , , , , ,
01-Jul-2018,7588.79, , , , , , , , , ,
01-Aug-2018,7587.06, , , , , , , , , ,
01-Sep-2018,7586.37, , , , , , , , , ,
01-Oct-2018,7586.22, , , , , , , , , ,
01-Nov-2018,7586.14, , , , , , , , , ,
01-Dec-2018,7586.04, , , , , , , , , ,
01-Jan-2019,7586.32, , , , , , , , , ,
01-Feb-2019,7586.58, , , , , , , , , ,
01-Mar-2019,7587.29, , , , , , , , , ,
01-Apr-2019,7588.79, , , , , , , , , ,
01-May-2019,7593.50, , , , , , , , , ,
01-Jun-2019,7597.18, , , , , , , , , ,
01-Jul-2019,7597.51, , , , , , , , , ,
01-Aug-2019,7595.76, , , , , , , , , ,
01-Sep-2019,7594.16, , , , , , , , , ,
01-Oct-2019,7593.21, , , , , , , , , ,
01-Nov-2019,7593.14, , , , , , , , , ,
01-Dec-2019,7593.28, , , , , , , , , ,
01-Jan-2020,7593.58, , , , , , , , , ,
01-Feb-2020,7593.70, , , , , , , , , ,
01-Mar-2020,7594.78, , , , , , , , , ,
01-Apr-2020,7595.28, , , , , , , , , ,
01-May-2020,7596.27, , , , , , , , , ,
01-Jun-2020,7596.26, , , , , , , , , ,
01-Jul-2020,7594.63, , , , , , , , , ,
01-Aug-2020,7592.77, , , , , , , , , ,
01-Sep-2020,7591.75, , , , , , , , , ,
01-Oct-2020,7591.30, , , , , , , , , ,
01-Nov-2020,7591.09, , , , , , , , , ,
01-Dec-2020,7591.09, , , , , , , , , ,
01-Jan-2021,7591.13, , , , , , , , , ,
01-Feb-2021,7591.46, , , , , , , , , ,
01-Mar-2021,7591.66, , , , , , , , , ,
01-Apr-2021,7591.49, , , , , , , , , ,
01-May-2021,7590.03, , , , , , , , , ,
01-Jun-2021,7587.91, , , , , , , , , ,
01-Jul-2021,7586.04, , , , , , , , , ,
01-Aug-2021,7584.81, , , , , , , , , ,
01-Sep-2021,7584.05, , , , , , , , , ,
01-Oct-2021,7583.91, , , , , , , , , ,
01-Nov-2021,7583.91, , , , , , , , , ,
01-Dec-2021,7584.11, , , , , , , , , ,
01-Jan-2022,7585.27, , , , , , , , , ,
01-Feb-2022,7585.52, , , , , , , , , ,
01-Mar-2022,7586.06, , , , , , , , , ,
01-Apr-2022,7586.98, , , , , , , , , ,
01-May-2022,7588.31, , , , , , , , , ,
01-Jun-2022,7587.41, , , , , , , , , ,
01-Jul-2022,7585.70, , , , , , , , , ,
01-Aug-2022,7584.17, , , , , , , , , ,
01-Sep-2022,7583.47, , , , , , , , , ,
01-Oct-2022,7583.18, , , , , , , , , ,
01-Nov-2022,7582.98, , , , , , , , , ,
01-Dec-2022,7583.60, , , , , , , , , ,
01-Jan-2023,7583.97, , , , , , , , , ,
