Date,Elevation (feet), , , , , , , , , ,
01-Feb-1995,7487.78, , , , , , , , , ,
01-Mar-1995,7484.30, , , , , , , , , ,
01-Apr-1995,7474.69, , , , , , , , , ,
01-May-1995,7473.49, , , , , , , , , ,
01-Jun-1995,7516.10, , , , , , , , , ,
01-Jul-1995,7515.88, , , , , , , , , ,
01-Aug-1995,7515.71, , , , , , , , , ,
01-Sep-1995,7514.12, , , , , , , , , ,
01-Oct-1995,7508.14, , , , , , , , , ,
01-Nov-1995,7500.47, , , , , , , , , ,
01-Dec-1995,7490.65, , , , , , , , , ,
01-Jan-1996,7484.14, , , , , , , , , ,
01-Feb-1996,7481.34, , , , , , , , , ,
01-Mar-1996,7476.83, , , , , , , , , ,
01-Apr-1996,7479.23, , , , , , , , , ,
01-May-1996,7505.70, , , , , , , , , ,
01-Jun-1996,7517.56, , , , , , , , , ,
01-Jul-1996,7514.01, , , , , , , , , ,
01-Aug-1996,7508.63, , , , , , , , , ,
01-Sep-1996,7503.04, , , , , , , , , ,
01-Oct-1996,7500.36, , , , , , , , , ,
01-Nov-1996,7497.07, , , , , , , , , ,
01-Dec-1996,7492.60, , , , , , , , , ,
01-Jan-1997,7484.57, , , , , , , , , ,
01-Feb-1997,7474.37, , , , , , , , , ,
01-Mar-1997,7455.83, , , , , , , , , ,
01-Apr-1997,7453.29, , , , , , , , , ,
01-May-1997,7486.45, , , , , , , , , ,
01-Jun-1997,7517.94, , , , , , , , , ,
01-Jul-1997,7515.96, , , , , , , , , ,
01-Aug-1997,7515.01, , , , , , , , , ,
01-Sep-1997,7511.77, , , , , , , , , ,
01-Oct-1997,7506.09, , , , , , , , , ,
01-Nov-1997,7499.61, , , , , , , , , ,
01-Dec-1997,7489.62, , , , , , , , , ,
01-Jan-1998,7481.93, , , , , , , , , ,
01-Feb-1998,7475.45, , , , , , , , , ,
01-Mar-1998,7472.40, , , , , , , , , ,
01-Apr-1998,7472.47, , , , , , , , , ,
01-May-1998,7486.45, , , , , , , , , ,
01-Jun-1998,7500.60, , , , , , , , , ,
01-Jul-1998,7504.74, , , , , , , , , ,
01-Aug-1998,7501.72, , , , , , , , , ,
01-Sep-1998,7495.38, , , , , , , , , ,
01-Oct-1998,7492.36, , , , , , , , , ,
01-Nov-1998,7491.78, , , , , , , , , ,
01-Dec-1998,7489.56, , , , , , , , , ,
01-Jan-1999,7488.04, , , , , , , , , ,
01-Feb-1999,7486.70, , , , , , , , , ,
01-Mar-1999,7486.75, , , , , , , , , ,
01-Apr-1999,7484.00, , , , , , , , , ,
01-May-1999,7491.52, , , , , , , , , ,
01-Jun-1999,7515.30, , , , , , , , , ,
01-Jul-1999,7519.21, , , , , , , , , ,
01-Aug-1999,7516.11, , , , , , , , , ,
01-Sep-1999,7509.31, , , , , , , , , ,
01-Oct-1999,7500.60, , , , , , , , , ,
01-Nov-1999,7495.88, , , , , , , , , ,
01-Dec-1999,7491.00, , , , , , , , , ,
01-Jan-2000,7488.51, , , , , , , , , ,
01-Feb-2000,7487.45, , , , , , , , , ,
01-Mar-2000,7486.34, , , , , , , , , ,
01-Apr-2000,7487.84, , , , , , , , , ,
01-May-2000,7503.23, , , , , , , , , ,
01-Jun-2000,7508.16, , , , , , , , , ,
01-Jul-2000,7503.10, , , , , , , , , ,
01-Aug-2000,7494.22, , , , , , , , , ,
01-Sep-2000,7487.24, , , , , , , , , ,
01-Oct-2000,7481.91, , , , , , , , , ,
01-Nov-2000,7481.18, , , , , , , , , ,
01-Dec-2000,7479.81, , , , , , , , , ,
01-Jan-2001,7478.29, , , , , , , , , ,
01-Feb-2001,7477.60, , , , , , , , , ,
01-Mar-2001,7475.86, , , , , , , , , ,
01-Apr-2001,7473.42, , , , , , , , , ,
01-May-2001,7491.67, , , , , , , , , ,
01-Jun-2001,7501.51, , , , , , , , , ,
01-Jul-2001,7499.99, , , , , , , , , ,
01-Aug-2001,7497.56, , , , , , , , , ,
01-Sep-2001,7492.05, , , , , , , , , ,
01-Oct-2001,7486.61, , , , , , , , , ,
01-Nov-2001,7485.87, , , , , , , , , ,
01-Dec-2001,7485.16, , , , , , , , , ,
01-Jan-2002,7483.78, , , , , , , , , ,
01-Feb-2002,7482.23, , , , , , , , , ,
01-Mar-2002,7480.99, , , , , , , , , ,
01-Apr-2002,7479.65, , , , , , , , , ,
01-May-2002,7476.52, , , , , , , , , ,
01-Jun-2002,7471.79, , , , , , , , , ,
01-Jul-2002,7460.33, , , , , , , , , ,
01-Aug-2002,7450.91, , , , , , , , , ,
01-Sep-2002,7443.05, , , , , , , , , ,
01-Oct-2002,7441.41, , , , , , , , , ,
01-Nov-2002,7443.54, , , , , , , , , ,
01-Dec-2002,7444.59, , , , , , , , , ,
01-Jan-2003,7446.05, , , , , , , , , ,
01-Feb-2003,7446.30, , , , , , , , , ,
01-Mar-2003,7449.60, , , , , , , , , ,
01-Apr-2003,7447.48, , , , , , , , , ,
01-May-2003,7466.19, , , , , , , , , ,
01-Jun-2003,7480.76, , , , , , , , , ,
01-Jul-2003,7473.26, , , , , , , , , ,
01-Aug-2003,7465.29, , , , , , , , , ,
01-Sep-2003,7462.45, , , , , , , , , ,
01-Oct-2003,7458.78, , , , , , , , , ,
01-Nov-2003,7459.81, , , , , , , , , ,
01-Dec-2003,7460.86, , , , , , , , , ,
01-Jan-2004,7461.91, , , , , , , , , ,
01-Feb-2004,7463.03, , , , , , , , , ,
01-Mar-2004,7467.75, , , , , , , , , ,
01-Apr-2004,7472.65, , , , , , , , , ,
01-May-2004,7487.46, , , , , , , , , ,
01-Jun-2004,7496.91, , , , , , , , , ,
01-Jul-2004,7493.90, , , , , , , , , ,
01-Aug-2004,7486.80, , , , , , , , , ,
01-Sep-2004,7479.53, , , , , , , , , ,
01-Oct-2004,7476.36, , , , , , , , , ,
01-Nov-2004,7478.33, , , , , , , , , ,
01-Dec-2004,7478.08, , , , , , , , , ,
01-Jan-2005,7477.11, , , , , , , , , ,
01-Feb-2005,7473.39, , , , , , , , , ,
01-Mar-2005,7467.30, , , , , , , , , ,
01-Apr-2005,7460.89, , , , , , , , , ,
01-May-2005,7475.73, , , , , , , , , ,
01-Jun-2005,7496.06, , , , , , , , , ,
01-Jul-2005,7498.38, , , , , , , , , ,
01-Aug-2005,7496.16, , , , , , , , , ,
01-Sep-2005,7490.91, , , , , , , , , ,
01-Oct-2005,7489.34, , , , , , , , , ,
01-Nov-2005,7489.89, , , , , , , , , ,
01-Dec-2005,7489.99, , , , , , , , , ,
01-Jan-2006,7489.06, , , , , , , , , ,
01-Feb-2006,7488.48, , , , , , , , , ,
01-Mar-2006,7487.77, , , , , , , , , ,
01-Apr-2006,7492.66, , , , , , , , , ,
01-May-2006,7510.68, , , , , , , , , ,
01-Jun-2006,7517.05, , , , , , , , , ,
01-Jul-2006,7513.07, , , , , , , , , ,
01-Aug-2006,7506.88, , , , , , , , , ,
01-Sep-2006,7500.66, , , , , , , , , ,
01-Oct-2006,7499.52, , , , , , , , , ,
01-Nov-2006,7498.10, , , , , , , , , ,
01-Dec-2006,7490.78, , , , , , , , , ,
01-Jan-2007,7482.56, , , , , , , , , ,
01-Feb-2007,7478.89, , , , , , , , , ,
01-Mar-2007,7481.01, , , , , , , , , ,
01-Apr-2007,7483.72, , , , , , , , , ,
01-May-2007,7500.42, , , , , , , , , ,
01-Jun-2007,7514.60, , , , , , , , , ,
01-Jul-2007,7513.48, , , , , , , , , ,
01-Aug-2007,7510.40, , , , , , , , , ,
01-Sep-2007,7503.06, , , , , , , , , ,
01-Oct-2007,7498.53, , , , , , , , , ,
01-Nov-2007,7494.31, , , , , , , , , ,
01-Dec-2007,7489.90, , , , , , , , , ,
01-Jan-2008,7481.92, , , , , , , , , ,
01-Feb-2008,7472.73, , , , , , , , , ,
01-Mar-2008,7470.50, , , , , , , , , ,
01-Apr-2008,7466.24, , , , , , , , , ,
01-May-2008,7475.27, , , , , , , , , ,
01-Jun-2008,7503.56, , , , , , , , , ,
01-Jul-2008,7511.87, , , , , , , , , ,
01-Aug-2008,7507.44, , , , , , , , , ,
01-Sep-2008,7498.61, , , , , , , , , ,
01-Oct-2008,7492.14, , , , , , , , , ,
01-Nov-2008,7491.42, , , , , , , , , ,
01-Dec-2008,7490.25, , , , , , , , , ,
01-Jan-2009,7488.62, , , , , , , , , ,
01-Feb-2009,7486.19, , , , , , , , , ,
01-Mar-2009,7484.97, , , , , , , , , ,
01-Apr-2009,7489.84, , , , , , , , , ,
01-May-2009,7513.48, , , , , , , , , ,
01-Jun-2009,7519.02, , , , , , , , , ,
01-Jul-2009,7514.49, , , , , , , , , ,
01-Aug-2009,7505.79, , , , , , , , , ,
01-Sep-2009,7498.71, , , , , , , , , ,
01-Oct-2009,7492.82, , , , , , , , , ,
01-Nov-2009,7492.84, , , , , , , , , ,
01-Dec-2009,7489.73, , , , , , , , , ,
01-Jan-2010,7487.22, , , , , , , , , ,
01-Feb-2010,7485.33, , , , , , , , , ,
01-Mar-2010,7484.88, , , , , , , , , ,
01-Apr-2010,7490.80, , , , , , , , , ,
01-May-2010,7492.59, , , , , , , , , ,
01-Jun-2010,7508.76, , , , , , , , , ,
01-Jul-2010,7504.17, , , , , , , , , ,
01-Aug-2010,7500.54, , , , , , , , , ,
01-Sep-2010,7493.54, , , , , , , , , ,
01-Oct-2010,7486.20, , , , , , , , , ,
01-Nov-2010,7486.60, , , , , , , , , ,
01-Dec-2010,7486.84, , , , , , , , , ,
01-Jan-2011,7486.34, , , , , , , , , ,
01-Feb-2011,7483.46, , , , , , , , , ,
01-Mar-2011,7478.48, , , , , , , , , ,
01-Apr-2011,7475.97, , , , , , , , , ,
01-May-2011,7478.26, , , , , , , , , ,
01-Jun-2011,7508.73, , , , , , , , , ,
01-Jul-2011,7516.80, , , , , , , , , ,
01-Aug-2011,7511.67, , , , , , , , , ,
01-Sep-2011,7504.54, , , , , , , , , ,
01-Oct-2011,7497.84, , , , , , , , , ,
01-Nov-2011,7496.82, , , , , , , , , ,
01-Dec-2011,7489.07, , , , , , , , , ,
01-Jan-2012,7485.29, , , , , , , , , ,
01-Feb-2012,7483.66, , , , , , , , , ,
01-Mar-2012,7484.49, , , , , , , , , ,
01-Apr-2012,7483.54, , , , , , , , , ,
01-May-2012,7482.82, , , , , , , , , ,
01-Jun-2012,7476.82, , , , , , , , , ,
01-Jul-2012,7469.29, , , , , , , , , ,
01-Aug-2012,7462.48, , , , , , , , , ,
01-Sep-2012,7454.82, , , , , , , , , ,
01-Oct-2012,7452.55, , , , , , , , , ,
01-Nov-2012,7452.39, , , , , , , , , ,
01-Dec-2012,7452.65, , , , , , , , , ,
01-Jan-2013,7452.77, , , , , , , , , ,
01-Feb-2013,7452.95, , , , , , , , , ,
01-Mar-2013,7454.12, , , , , , , , , ,
01-Apr-2013,7454.46, , , , , , , , , ,
01-May-2013,7464.34, , , , , , , , , ,
01-Jun-2013,7470.58, , , , , , , , , ,
01-Jul-2013,7463.20, , , , , , , , , ,
01-Aug-2013,7457.29, , , , , , , , , ,
01-Sep-2013,7456.24, , , , , , , , , ,
01-Oct-2013,7456.34, , , , , , , , , ,
01-Nov-2013,7459.38, , , , , , , , , ,
01-Dec-2013,7461.56, , , , , , , , , ,
01-Jan-2014,7462.81, , , , , , , , , ,
01-Feb-2014,7464.31, , , , , , , , , ,
01-Mar-2014,7465.76, , , , , , , , , ,
01-Apr-2014,7480.43, , , , , , , , , ,
01-May-2014,7501.73, , , , , , , , , ,
01-Jun-2014,7499.76, , , , , , , , , ,
01-Jul-2014,7500.15, , , , , , , , , ,
01-Aug-2014,7496.00, , , , , , , , , ,
01-Sep-2014,7492.28, , , , , , , , , ,
01-Oct-2014,7490.77, , , , , , , , , ,
01-Nov-2014,7491.85, , , , , , , , , ,
01-Dec-2014,7489.11, , , , , , , , , ,
01-Jan-2015,7485.48, , , , , , , , , ,
01-Feb-2015,7485.47, , , , , , , , , ,
01-Mar-2015,7488.96, , , , , , , , , ,
01-Apr-2015,7492.04, , , , , , , , , ,
01-May-2015,7498.96, , , , , , , , , ,
01-Jun-2015,7517.76, , , , , , , , , ,
01-Jul-2015,7516.74, , , , , , , , , ,
01-Aug-2015,7512.97, , , , , , , , , ,
01-Sep-2015,7507.65, , , , , , , , , ,
01-Oct-2015,7501.39, , , , , , , , , ,
01-Nov-2015,7499.64, , , , , , , , , ,
01-Dec-2015,7495.46, , , , , , , , , ,
01-Jan-2016,7491.12, , , , , , , , , ,
01-Feb-2016,7487.04, , , , , , , , , ,
01-Mar-2016,7487.62, , , , , , , , , ,
01-Apr-2016,7488.62, , , , , , , , , ,
01-May-2016,7488.74, , , , , , , , , ,
01-Jun-2016,7514.84, , , , , , , , , ,
01-Jul-2016,7512.31, , , , , , , , , ,
01-Aug-2016,7506.94, , , , , , , , , ,
01-Sep-2016,7500.48, , , , , , , , , ,
01-Oct-2016,7493.44, , , , , , , , , ,
01-Nov-2016,7492.53, , , , , , , , , ,
01-Dec-2016,7491.43, , , , , , , , , ,
01-Jan-2017,7490.68, , , , , , , , , ,
01-Feb-2017,7488.71, , , , , , , , , ,
01-Mar-2017,7488.71, , , , , , , , , ,
01-Apr-2017,7499.55, , , , , , , , , ,
01-May-2017,7491.98, , , , , , , , , ,
01-Jun-2017,7515.35, , , , , , , , , ,
01-Jul-2017,7518.20, , , , , , , , , ,
01-Aug-2017,7516.38, , , , , , , , , ,
01-Sep-2017,7508.43, , , , , , , , , ,
01-Oct-2017,7500.64, , , , , , , , , ,
01-Nov-2017,7499.68, , , , , , , , , ,
01-Dec-2017,7491.44, , , , , , , , , ,
01-Jan-2018,7486.51, , , , , , , , , ,
01-Feb-2018,7485.54, , , , , , , , , ,
01-Mar-2018,7483.73, , , , , , , , , ,
01-Apr-2018,7478.94, , , , , , , , , ,
01-May-2018,7480.90, , , , , , , , , ,
01-Jun-2018,7475.06, , , , , , , , , ,
01-Jul-2018,7464.43, , , , , , , , , ,
01-Aug-2018,7453.77, , , , , , , , , ,
01-Sep-2018,7444.44, , , , , , , , , ,
01-Oct-2018,7437.59, , , , , , , , , ,
01-Nov-2018,7438.08, , , , , , , , , ,
01-Dec-2018,7437.82, , , , , , , , , ,
01-Jan-2019,7438.40, , , , , , , , , ,
01-Feb-2019,7437.59, , , , , , , , , ,
01-Mar-2019,7438.01, , , , , , , , , ,
01-Apr-2019,7453.91, , , , , , , , , ,
01-May-2019,7471.68, , , , , , , , , ,
01-Jun-2019,7504.14, , , , , , , , , ,
01-Jul-2019,7518.61, , , , , , , , , ,
01-Aug-2019,7514.39, , , , , , , , , ,
01-Sep-2019,7508.84, , , , , , , , , ,
01-Oct-2019,7502.51, , , , , , , , , ,
01-Nov-2019,7497.63, , , , , , , , , ,
01-Dec-2019,7490.79, , , , , , , , , ,
01-Jan-2020,7486.45, , , , , , , , , ,
01-Feb-2020,7484.20, , , , , , , , , ,
